AssessmentID,StudentID,SubjectID,TestName,MaxMarks,MarksObtained
T3780,S1445,CSE102,Final Internal,100,74
T3781,S1446,ECE101,Internal 1,100,83
T3782,S1446,ECE102,Internal 2,100,83
T3783,S1446,ECE104,Model Exam,100,83
T3784,S1446,ECE102,Final Internal,100,83
T3785,S1447,EEE102,Internal 1,100,66
T3786,S1447,EEE102,Internal 2,100,66
T3787,S1447,EEE104,Model Exam,100,66
T3788,S1447,EEE101,Final Internal,100,66
T3789,S1448,ECE102,Internal 1,100,39
T3790,S1448,ECE104,Internal 2,100,35
T3791,S1448,ECE104,Model Exam,100,35
T3792,S1448,ECE105,Final Internal,100,35
T3793,S1449,ECE104,Internal 1,100,72
T3794,S1449,ECE105,Internal 2,100,72
T3795,S1449,ECE102,Model Exam,100,72
T3796,S1449,ECE102,Final Internal,100,72
T3797,S1450,CIVIL103,Internal 1,100,35
T3798,S1450,CIVIL102,Internal 2,100,35
T3799,S1450,CIVIL102,Model Exam,100,35
T3800,S1450,CIVIL105,Final Internal,100,35
T3801,S1451,EEE105,Internal 1,100,84
T3802,S1451,EEE105,Internal 2,100,84
T3803,S1451,EEE101,Model Exam,100,84
T3804,S1451,EEE101,Final Internal,100,84
T3805,S1452,ECE103,Internal 1,100,67
T3806,S1452,ECE101,Internal 2,100,67
T3807,S1452,ECE103,Model Exam,100,67
T3808,S1452,ECE102,Final Internal,100,67
T3809,S1453,MECH101,Internal 1,100,74
T3810,S1453,MECH103,Internal 2,100,74
T3811,S1453,MECH104,Model Exam,100,74
T3812,S1453,MECH101,Final Internal,100,74
T3813,S1454,EEE105,Internal 1,100,77
T3814,S1454,EEE101,Internal 2,100,77
T3815,S1454,EEE103,Model Exam,100,77
T3816,S1454,EEE105,Final Internal,100,77
T3817,S1455,ECE101,Internal 1,100,35
T3818,S1455,ECE104,Internal 2,100,35
T3819,S1455,ECE105,Model Exam,100,35
T3820,S1455,ECE104,Final Internal,100,35
T3821,S1456,CIVIL104,Internal 1,100,81
T3822,S1456,CIVIL103,Internal 2,100,81
T3823,S1456,CIVIL105,Model Exam,100,81
T3824,S1456,CIVIL105,Final Internal,100,81
T3825,S1457,CIVIL105,Internal 1,100,65
T3826,S1457,CIVIL103,Internal 2,100,65
T3827,S1457,CIVIL101,Model Exam,100,65
T3828,S1457,CIVIL101,Final Internal,100,65
T3829,S1458,CIVIL103,Internal 1,100,73
T3830,S1458,CIVIL103,Internal 2,100,73
T3831,S1458,CIVIL105,Model Exam,100,73
T3832,S1458,CIVIL103,Final Internal,100,73
T3833,S1459,CIVIL101,Internal 1,100,45
T3834,S1459,CIVIL105,Internal 2,100,44
T3835,S1459,CIVIL104,Model Exam,100,39
T3836,S1459,CIVIL101,Final Internal,100,35
T3837,S1460,ECE105,Internal 1,100,81
T3838,S1460,ECE103,Internal 2,100,81
T3839,S1460,ECE105,Model Exam,100,81
T3840,S1460,ECE103,Final Internal,100,81
T3841,S1461,CSE102,Internal 1,100,92
T3842,S1461,CSE102,Internal 2,100,92
T3843,S1461,CSE101,Model Exam,100,92
T3844,S1461,CSE104,Final Internal,100,92
T3845,S1462,EEE105,Internal 1,100,69
T3846,S1462,EEE101,Internal 2,100,69
T3847,S1462,EEE104,Model Exam,100,69
T3848,S1462,EEE103,Final Internal,100,69
T3849,S1463,MECH101,Internal 1,100,42
T3850,S1463,MECH101,Internal 2,100,38
T3851,S1463,MECH104,Model Exam,100,35
T3852,S1463,MECH105,Final Internal,100,35
T3853,S1464,EEE105,Internal 1,100,62
T3854,S1464,EEE103,Internal 2,100,62
T3855,S1464,EEE102,Model Exam,100,62
T3856,S1464,EEE103,Final Internal,100,62
T3857,S1465,EEE102,Internal 1,100,51
T3858,S1465,EEE104,Internal 2,100,51
T3859,S1465,EEE101,Model Exam,100,51
T3860,S1465,EEE103,Final Internal,100,51
T3861,S1466,CIVIL103,Internal 1,100,65
T3862,S1466,CIVIL101,Internal 2,100,65
T3863,S1466,CIVIL102,Model Exam,100,65
T3864,S1466,CIVIL105,Final Internal,100,65
T3865,S1467,CSE101,Internal 1,100,61
T3866,S1467,CSE103,Internal 2,100,61
T3867,S1467,CSE103,Model Exam,100,61
T3868,S1467,CSE104,Final Internal,100,61
T3869,S1468,EEE101,Internal 1,100,70
T3870,S1468,EEE102,Internal 2,100,70
T3871,S1468,EEE101,Model Exam,100,70
T3872,S1468,EEE103,Final Internal,100,70
T3873,S1469,EEE103,Internal 1,100,80
T3874,S1469,EEE102,Internal 2,100,80
T3875,S1469,EEE104,Model Exam,100,80
T3876,S1469,EEE103,Final Internal,100,80
T3877,S1470,CSE105,Internal 1,100,37
T3878,S1470,CSE101,Internal 2,100,36
T3879,S1470,CSE102,Model Exam,100,35
T3880,S1470,CSE101,Final Internal,100,35
T3881,S1471,CIVIL105,Internal 1,100,100
T3882,S1471,CIVIL103,Internal 2,100,100
T3883,S1471,CIVIL103,Model Exam,100,100
T3884,S1471,CIVIL102,Final Internal,100,100
T3885,S1472,EEE101,Internal 1,100,70
T3886,S1472,EEE101,Internal 2,100,70
T3887,S1472,EEE105,Model Exam,100,70
T3888,S1472,EEE102,Final Internal,100,70
T3889,S1473,CIVIL104,Internal 1,100,84
T3890,S1473,CIVIL102,Internal 2,100,84
T3891,S1473,CIVIL101,Model Exam,100,84
T3892,S1473,CIVIL102,Final Internal,100,84
T3893,S1474,CSE102,Internal 1,100,84
T3894,S1474,CSE104,Internal 2,100,84
T3895,S1474,CSE102,Model Exam,100,84
T3896,S1474,CSE101,Final Internal,100,84
T3897,S1475,MECH102,Internal 1,100,90
T3898,S1475,MECH101,Internal 2,100,90
T3899,S1475,MECH103,Model Exam,100,90
T3900,S1475,MECH105,Final Internal,100,90
T3901,S1476,MECH103,Internal 1,100,78
T3902,S1476,MECH102,Internal 2,100,78
T3903,S1476,MECH105,Model Exam,100,78
T3904,S1476,MECH102,Final Internal,100,78
T3905,S1477,ECE102,Internal 1,100,84
T3906,S1477,ECE103,Internal 2,100,84
T3907,S1477,ECE103,Model Exam,100,84
T3908,S1477,ECE103,Final Internal,100,84
T3909,S1478,ECE105,Internal 1,100,65
T3910,S1478,ECE104,Internal 2,100,65
T3911,S1478,ECE103,Model Exam,100,65
T3912,S1478,ECE101,Final Internal,100,65
T3913,S1479,EEE105,Internal 1,100,82
T3914,S1479,EEE102,Internal 2,100,82
T3915,S1479,EEE101,Model Exam,100,82
T3916,S1479,EEE104,Final Internal,100,82
T3917,S1480,EEE102,Internal 1,100,78
T3918,S1480,EEE105,Internal 2,100,78
T3919,S1480,EEE103,Model Exam,100,78
T3920,S1480,EEE104,Final Internal,100,78
T3921,S1481,ECE102,Internal 1,100,89
T3922,S1481,ECE105,Internal 2,100,89
T3923,S1481,ECE103,Model Exam,100,89
T3924,S1481,ECE105,Final Internal,100,89
T3925,S1482,EEE105,Internal 1,100,62
T3926,S1482,EEE103,Internal 2,100,62
T3927,S1482,EEE102,Model Exam,100,62
T3928,S1482,EEE105,Final Internal,100,62
T3929,S1483,CIVIL102,Internal 1,100,90
T3930,S1483,CIVIL102,Internal 2,100,90
T3931,S1483,CIVIL102,Model Exam,100,90
T3932,S1483,CIVIL102,Final Internal,100,90
T3933,S1484,CSE105,Internal 1,100,55
T3934,S1484,CSE101,Internal 2,100,55
T3935,S1484,CSE105,Model Exam,100,55
T3936,S1484,CSE101,Final Internal,100,55
T3937,S1485,CSE101,Internal 1,100,53
T3938,S1485,CSE102,Internal 2,100,53
T3939,S1485,CSE101,Model Exam,100,53
T3940,S1485,CSE103,Final Internal,100,53
T3941,S1486,EEE103,Internal 1,100,85
T3942,S1486,EEE104,Internal 2,100,85
T3943,S1486,EEE104,Model Exam,100,85
T3944,S1486,EEE103,Final Internal,100,85
T3945,S1487,CSE104,Internal 1,100,76
T3946,S1487,CSE104,Internal 2,100,76
T3947,S1487,CSE102,Model Exam,100,76
T3948,S1487,CSE103,Final Internal,100,76
T3949,S1488,EEE101,Internal 1,100,38
T3950,S1488,EEE102,Internal 2,100,36
T3951,S1488,EEE104,Model Exam,100,35
T3952,S1488,EEE101,Final Internal,100,35
T3953,S1489,EEE103,Internal 1,100,91
T3954,S1489,EEE101,Internal 2,100,91
T3955,S1489,EEE104,Model Exam,100,91
T3956,S1489,EEE102,Final Internal,100,91
T3957,S1490,ECE103,Internal 1,100,93
T3958,S1490,ECE102,Internal 2,100,93
T3959,S1490,ECE102,Model Exam,100,93
T3960,S1490,ECE103,Final Internal,100,93
T3961,S1491,CSE105,Internal 1,100,41
T3962,S1491,CSE101,Internal 2,100,37
T3963,S1491,CSE102,Model Exam,100,35
T3964,S1491,CSE102,Final Internal,100,35
T3965,S1492,EEE104,Internal 1,100,76
T3966,S1492,EEE101,Internal 2,100,76
T3967,S1492,EEE103,Model Exam,100,76
T3968,S1492,EEE101,Final Internal,100,76
T3969,S1493,MECH105,Internal 1,100,81
T3970,S1493,MECH102,Internal 2,100,81
T3971,S1493,MECH101,Model Exam,100,81
T3972,S1493,MECH102,Final Internal,100,81
T3973,S1494,ECE105,Internal 1,100,92
T3974,S1494,ECE103,Internal 2,100,92
T3975,S1494,ECE103,Model Exam,100,92
T3976,S1494,ECE104,Final Internal,100,92
T3977,S1495,MECH104,Internal 1,100,82
T3978,S1495,MECH105,Internal 2,100,82
T3979,S1495,MECH104,Model Exam,100,82
T3980,S1495,MECH105,Final Internal,100,82
T3981,S1496,MECH102,Internal 1,100,92
T3982,S1496,MECH102,Internal 2,100,92
T3983,S1496,MECH104,Model Exam,100,92
T3984,S1496,MECH102,Final Internal,100,92
T3985,S1497,EEE103,Internal 1,100,71
T3986,S1497,EEE101,Internal 2,100,71
T3987,S1497,EEE103,Model Exam,100,71
T3988,S1497,EEE101,Final Internal,100,71
T3989,S1498,CIVIL105,Internal 1,100,70
T3990,S1498,CIVIL105,Internal 2,100,70
T3991,S1498,CIVIL105,Model Exam,100,70
T3992,S1498,CIVIL103,Final Internal,100,70
T3993,S1499,MECH105,Internal 1,100,73
T3994,S1499,MECH104,Internal 2,100,73
T3995,S1499,MECH101,Model Exam,100,73
T3996,S1499,MECH101,Final Internal,100,73
T3997,S1500,MECH104,Internal 1,100,44
T3998,S1500,MECH104,Internal 2,100,44
T3999,S1500,MECH103,Model Exam,100,44
T4000,S1500,MECH103,Final Internal,100,44
T4001,S1501,EEE105,Internal 1,100,88
T4002,S1501,EEE104,Internal 2,100,88
T4003,S1501,EEE103,Model Exam,100,88
T4004,S1501,EEE105,Final Internal,100,88
T4005,S1502,MECH101,Internal 1,100,35
T4006,S1502,MECH104,Internal 2,100,35
T4007,S1502,MECH104,Model Exam,100,35
T4008,S1502,MECH102,Final Internal,100,35
T4009,S1503,EEE104,Internal 1,100,51
T4010,S1503,EEE104,Internal 2,100,50
T4011,S1503,EEE105,Model Exam,100,46
T4012,S1503,EEE105,Final Internal,100,42
T4013,S1504,EEE104,Internal 1,100,42
T4014,S1504,EEE101,Internal 2,100,37
T4015,S1504,EEE103,Model Exam,100,35
T4016,S1504,EEE101,Final Internal,100,35
T4017,S1505,ECE103,Internal 1,100,97
T4018,S1505,ECE104,Internal 2,100,97
T4019,S1505,ECE103,Model Exam,100,97
T4020,S1505,ECE103,Final Internal,100,97
T4021,S1506,EEE103,Internal 1,100,80
T4022,S1506,EEE103,Internal 2,100,80
T4023,S1506,EEE101,Model Exam,100,80
T4024,S1506,EEE102,Final Internal,100,80
T4025,S1507,CSE105,Internal 1,100,35
T4026,S1507,CSE103,Internal 2,100,35
T4027,S1507,CSE105,Model Exam,100,35
T4028,S1507,CSE104,Final Internal,100,35
T4029,S1508,CIVIL104,Internal 1,100,80
T4030,S1508,CIVIL104,Internal 2,100,80
T4031,S1508,CIVIL104,Model Exam,100,80
T4032,S1508,CIVIL102,Final Internal,100,80
T4033,S1509,CIVIL101,Internal 1,100,51
T4034,S1509,CIVIL102,Internal 2,100,46
T4035,S1509,CIVIL104,Model Exam,100,44
T4036,S1509,CIVIL103,Final Internal,100,40
T4037,S1510,CSE101,Internal 1,100,36
T4038,S1510,CSE101,Internal 2,100,35
T4039,S1510,CSE105,Model Exam,100,35
T4040,S1510,CSE105,Final Internal,100,35
T4041,S1511,ECE101,Internal 1,100,35
T4042,S1511,ECE104,Internal 2,100,35
T4043,S1511,ECE104,Model Exam,100,35
T4044,S1511,ECE102,Final Internal,100,35
T4045,S1512,CIVIL103,Internal 1,100,80
T4046,S1512,CIVIL102,Internal 2,100,80
T4047,S1512,CIVIL101,Model Exam,100,80
T4048,S1512,CIVIL104,Final Internal,100,80
T4049,S1513,EEE102,Internal 1,100,93
T4050,S1513,EEE103,Internal 2,100,93
T4051,S1513,EEE103,Model Exam,100,93
T4052,S1513,EEE105,Final Internal,100,93
T4053,S1514,EEE104,Internal 1,100,100
T4054,S1514,EEE103,Internal 2,100,100
T4055,S1514,EEE104,Model Exam,100,100
T4056,S1514,EEE105,Final Internal,100,100
T4057,S1515,CIVIL104,Internal 1,100,50
T4058,S1515,CIVIL103,Internal 2,100,49
T4059,S1515,CIVIL103,Model Exam,100,48
T4060,S1515,CIVIL102,Final Internal,100,44
T4061,S1516,CIVIL104,Internal 1,100,91
T4062,S1516,CIVIL103,Internal 2,100,91
T4063,S1516,CIVIL101,Model Exam,100,91
T4064,S1516,CIVIL103,Final Internal,100,91
T4065,S1517,EEE101,Internal 1,100,100
T4066,S1517,EEE105,Internal 2,100,100
T4067,S1517,EEE101,Model Exam,100,100
T4068,S1517,EEE105,Final Internal,100,100
T4069,S1518,CSE105,Internal 1,100,86
T4070,S1518,CSE103,Internal 2,100,86
T4071,S1518,CSE101,Model Exam,100,86
T4072,S1518,CSE105,Final Internal,100,86
T4073,S1519,MECH105,Internal 1,100,48
T4074,S1519,MECH102,Internal 2,100,45
T4075,S1519,MECH103,Model Exam,100,42
T4076,S1519,MECH101,Final Internal,100,39
T4077,S1520,EEE104,Internal 1,100,84
T4078,S1520,EEE103,Internal 2,100,84
T4079,S1520,EEE105,Model Exam,100,84
T4080,S1520,EEE102,Final Internal,100,84
T4081,S1521,CSE104,Internal 1,100,73
T4082,S1521,CSE103,Internal 2,100,73
T4083,S1521,CSE102,Model Exam,100,73
T4084,S1521,CSE101,Final Internal,100,73
T4085,S1522,CIVIL102,Internal 1,100,85
T4086,S1522,CIVIL101,Internal 2,100,85
T4087,S1522,CIVIL101,Model Exam,100,85
T4088,S1522,CIVIL104,Final Internal,100,85
T4089,S1523,MECH105,Internal 1,100,86
T4090,S1523,MECH101,Internal 2,100,86
T4091,S1523,MECH103,Model Exam,100,86
T4092,S1523,MECH103,Final Internal,100,86
T4093,S1524,EEE105,Internal 1,100,76
T4094,S1524,EEE103,Internal 2,100,76
T4095,S1524,EEE105,Model Exam,100,76
T4096,S1524,EEE101,Final Internal,100,76
T4097,S1525,CSE101,Internal 1,100,35
T4098,S1525,CSE103,Internal 2,100,35
T4099,S1525,CSE103,Model Exam,100,35
T4100,S1525,CSE101,Final Internal,100,35
T4101,S1526,ECE102,Internal 1,100,51
T4102,S1526,ECE104,Internal 2,100,51
T4103,S1526,ECE103,Model Exam,100,51
T4104,S1526,ECE102,Final Internal,100,51
T4105,S1527,CSE103,Internal 1,100,70
T4106,S1527,CSE102,Internal 2,100,70
T4107,S1527,CSE103,Model Exam,100,70
T4108,S1527,CSE104,Final Internal,100,70
T4109,S1528,ECE101,Internal 1,100,78
T4110,S1528,ECE103,Internal 2,100,78
T4111,S1528,ECE104,Model Exam,100,78
T4112,S1528,ECE105,Final Internal,100,78
T4113,S1529,CIVIL103,Internal 1,100,82
T4114,S1529,CIVIL103,Internal 2,100,82
T4115,S1529,CIVIL103,Model Exam,100,82
T4116,S1529,CIVIL103,Final Internal,100,82
T4117,S1530,CIVIL105,Internal 1,100,71
T4118,S1530,CIVIL105,Internal 2,100,71
T4119,S1530,CIVIL103,Model Exam,100,71
T4120,S1530,CIVIL103,Final Internal,100,71
T4121,S1531,MECH103,Internal 1,100,95
T4122,S1531,MECH101,Internal 2,100,95
T4123,S1531,MECH104,Model Exam,100,95
T4124,S1531,MECH105,Final Internal,100,95
T4125,S1532,CSE104,Internal 1,100,40
T4126,S1532,CSE103,Internal 2,100,40
T4127,S1532,CSE105,Model Exam,100,40
T4128,S1532,CSE103,Final Internal,100,40
T4129,S1533,CSE104,Internal 1,100,49
T4130,S1533,CSE102,Internal 2,100,49
T4131,S1533,CSE103,Model Exam,100,49
T4132,S1533,CSE104,Final Internal,100,49
T4133,S1534,CSE101,Internal 1,100,41
T4134,S1534,CSE102,Internal 2,100,39
T4135,S1534,CSE104,Model Exam,100,38
T4136,S1534,CSE103,Final Internal,100,36
T4137,S1535,CSE102,Internal 1,100,35
T4138,S1535,CSE103,Internal 2,100,35
T4139,S1535,CSE102,Model Exam,100,35
T4140,S1535,CSE101,Final Internal,100,35
T4141,S1536,CIVIL105,Internal 1,100,98
T4142,S1536,CIVIL104,Internal 2,100,98
T4143,S1536,CIVIL102,Model Exam,100,98
T4144,S1536,CIVIL101,Final Internal,100,98
T4145,S1537,MECH102,Internal 1,100,72
T4146,S1537,MECH102,Internal 2,100,72
T4147,S1537,MECH101,Model Exam,100,72
T4148,S1537,MECH101,Final Internal,100,72
T4149,S1538,CIVIL105,Internal 1,100,66
T4150,S1538,CIVIL104,Internal 2,100,66
T4151,S1538,CIVIL103,Model Exam,100,66
T4152,S1538,CIVIL104,Final Internal,100,66
T4153,S1539,EEE103,Internal 1,100,86
T4154,S1539,EEE103,Internal 2,100,86
T4155,S1539,EEE102,Model Exam,100,86
T4156,S1539,EEE101,Final Internal,100,86
T4157,S1540,CSE104,Internal 1,100,56
T4158,S1540,CSE105,Internal 2,100,52
T4159,S1540,CSE101,Model Exam,100,49
T4160,S1540,CSE101,Final Internal,100,44
T4161,S1541,MECH101,Internal 1,100,53
T4162,S1541,MECH101,Internal 2,100,49
T4163,S1541,MECH101,Model Exam,100,48
T4164,S1541,MECH102,Final Internal,100,43
T4165,S1542,CSE102,Internal 1,100,77
T4166,S1542,CSE102,Internal 2,100,77
T4167,S1542,CSE101,Model Exam,100,77
T4168,S1542,CSE103,Final Internal,100,77
T4169,S1543,MECH105,Internal 1,100,51
T4170,S1543,MECH102,Internal 2,100,51
T4171,S1543,MECH104,Model Exam,100,51
T4172,S1543,MECH105,Final Internal,100,51
T4173,S1544,MECH103,Internal 1,100,76
T4174,S1544,MECH103,Internal 2,100,76
T4175,S1544,MECH105,Model Exam,100,76
T4176,S1544,MECH104,Final Internal,100,76
T4177,S1545,ECE104,Internal 1,100,55
T4178,S1545,ECE105,Internal 2,100,55
T4179,S1545,ECE102,Model Exam,100,55
T4180,S1545,ECE103,Final Internal,100,55
T4181,S1546,CSE104,Internal 1,100,50
T4182,S1546,CSE102,Internal 2,100,47
T4183,S1546,CSE104,Model Exam,100,45
T4184,S1546,CSE101,Final Internal,100,41
T4185,S1547,MECH101,Internal 1,100,97
T4186,S1547,MECH102,Internal 2,100,97
T4187,S1547,MECH104,Model Exam,100,97
T4188,S1547,MECH105,Final Internal,100,97
T4189,S1548,ECE104,Internal 1,100,52
T4190,S1548,ECE101,Internal 2,100,47
T4191,S1548,ECE101,Model Exam,100,42
T4192,S1548,ECE103,Final Internal,100,39
T4193,S1549,CSE102,Internal 1,100,42
T4194,S1549,CSE103,Internal 2,100,41
T4195,S1549,CSE101,Model Exam,100,39
T4196,S1549,CSE103,Final Internal,100,38
T4197,S1550,CIVIL102,Internal 1,100,77
T4198,S1550,CIVIL104,Internal 2,100,77
T4199,S1550,CIVIL103,Model Exam,100,77
T4200,S1550,CIVIL103,Final Internal,100,77
T4201,S1551,CIVIL101,Internal 1,100,71
T4202,S1551,CIVIL105,Internal 2,100,71
T4203,S1551,CIVIL103,Model Exam,100,71
T4204,S1551,CIVIL104,Final Internal,100,71
T4205,S1552,EEE103,Internal 1,100,59
T4206,S1552,EEE101,Internal 2,100,54
T4207,S1552,EEE104,Model Exam,100,51
T4208,S1552,EEE103,Final Internal,100,50
T4209,S1553,MECH105,Internal 1,100,86
T4210,S1553,MECH103,Internal 2,100,86
T4211,S1553,MECH101,Model Exam,100,86
T4212,S1553,MECH102,Final Internal,100,86
T4213,S1554,CIVIL103,Internal 1,100,82
T4214,S1554,CIVIL103,Internal 2,100,82
T4215,S1554,CIVIL101,Model Exam,100,82
T4216,S1554,CIVIL105,Final Internal,100,82
T4217,S1555,MECH104,Internal 1,100,37
T4218,S1555,MECH103,Internal 2,100,36
T4219,S1555,MECH105,Model Exam,100,35
T4220,S1555,MECH101,Final Internal,100,35
T4221,S1556,EEE105,Internal 1,100,79
T4222,S1556,EEE105,Internal 2,100,79
T4223,S1556,EEE102,Model Exam,100,79
T4224,S1556,EEE102,Final Internal,100,79
T4225,S1557,MECH104,Internal 1,100,48
T4226,S1557,MECH101,Internal 2,100,44
T4227,S1557,MECH103,Model Exam,100,42
T4228,S1557,MECH105,Final Internal,100,39
T4229,S1558,CIVIL101,Internal 1,100,88
T4230,S1558,CIVIL102,Internal 2,100,88
T4231,S1558,CIVIL103,Model Exam,100,88
T4232,S1558,CIVIL105,Final Internal,100,88
T4233,S1559,EEE105,Internal 1,100,71
T4234,S1559,EEE102,Internal 2,100,71
T4235,S1559,EEE102,Model Exam,100,71
T4236,S1559,EEE104,Final Internal,100,71
T4237,S1560,ECE102,Internal 1,100,53
T4238,S1560,ECE104,Internal 2,100,49
T4239,S1560,ECE104,Model Exam,100,45
T4240,S1560,ECE102,Final Internal,100,42
T4241,S1561,CSE103,Internal 1,100,41
T4242,S1561,CSE103,Internal 2,100,37
T4243,S1561,CSE105,Model Exam,100,35
T4244,S1561,CSE101,Final Internal,100,35
T4245,S1562,EEE101,Internal 1,100,81
T4246,S1562,EEE105,Internal 2,100,81
T4247,S1562,EEE105,Model Exam,100,81
T4248,S1562,EEE104,Final Internal,100,81
T4249,S1563,CSE101,Internal 1,100,69
T4250,S1563,CSE101,Internal 2,100,69
T4251,S1563,CSE103,Model Exam,100,69
T4252,S1563,CSE102,Final Internal,100,69
T4253,S1564,EEE102,Internal 1,100,80
T4254,S1564,EEE103,Internal 2,100,80
T4255,S1564,EEE104,Model Exam,100,80
T4256,S1564,EEE103,Final Internal,100,80
T4257,S1565,CSE103,Internal 1,100,95
T4258,S1565,CSE102,Internal 2,100,95
T4259,S1565,CSE101,Model Exam,100,95
T4260,S1565,CSE105,Final Internal,100,95
T4261,S1566,MECH105,Internal 1,100,43
T4262,S1566,MECH101,Internal 2,100,42
T4263,S1566,MECH104,Model Exam,100,37
T4264,S1566,MECH102,Final Internal,100,35
T4265,S1567,MECH104,Internal 1,100,85
T4266,S1567,MECH102,Internal 2,100,85
T4267,S1567,MECH103,Model Exam,100,85
T4268,S1567,MECH101,Final Internal,100,85
T4269,S1568,EEE103,Internal 1,100,85
T4270,S1568,EEE104,Internal 2,100,85
T4271,S1568,EEE101,Model Exam,100,85
T4272,S1568,EEE105,Final Internal,100,85
T4273,S1569,ECE101,Internal 1,100,95
T4274,S1569,ECE102,Internal 2,100,95
T4275,S1569,ECE102,Model Exam,100,95
T4276,S1569,ECE103,Final Internal,100,95
T4277,S1570,ECE103,Internal 1,100,81
T4278,S1570,ECE104,Internal 2,100,81
T4279,S1570,ECE102,Model Exam,100,81
T4280,S1570,ECE101,Final Internal,100,81
T4281,S1571,CSE102,Internal 1,100,43
T4282,S1571,CSE101,Internal 2,100,43
T4283,S1571,CSE103,Model Exam,100,43
T4284,S1571,CSE101,Final Internal,100,43
T4285,S1572,CSE104,Internal 1,100,48
T4286,S1572,CSE103,Internal 2,100,43
T4287,S1572,CSE101,Model Exam,100,38
T4288,S1572,CSE105,Final Internal,100,36
T4289,S1573,CIVIL102,Internal 1,100,52
T4290,S1573,CIVIL105,Internal 2,100,50
T4291,S1573,CIVIL103,Model Exam,100,49
T4292,S1573,CIVIL101,Final Internal,100,48
T4293,S1574,CIVIL102,Internal 1,100,79
T4294,S1574,CIVIL101,Internal 2,100,79
T4295,S1574,CIVIL101,Model Exam,100,79
T4296,S1574,CIVIL101,Final Internal,100,79
T4297,S1575,EEE104,Internal 1,100,68
T4298,S1575,EEE104,Internal 2,100,68
T4299,S1575,EEE105,Model Exam,100,68
T4300,S1575,EEE102,Final Internal,100,68
T4301,S1576,MECH101,Internal 1,100,55
T4302,S1576,MECH102,Internal 2,100,55
T4303,S1576,MECH102,Model Exam,100,55
T4304,S1576,MECH103,Final Internal,100,55
T4305,S1577,CIVIL103,Internal 1,100,91
T4306,S1577,CIVIL102,Internal 2,100,91
T4307,S1577,CIVIL103,Model Exam,100,91
T4308,S1577,CIVIL103,Final Internal,100,91
T4309,S1578,CIVIL101,Internal 1,100,96
T4310,S1578,CIVIL102,Internal 2,100,96
T4311,S1578,CIVIL101,Model Exam,100,96
T4312,S1578,CIVIL103,Final Internal,100,96
T4313,S1579,EEE101,Internal 1,100,46
T4314,S1579,EEE102,Internal 2,100,46
T4315,S1579,EEE102,Model Exam,100,46
T4316,S1579,EEE101,Final Internal,100,46
T4317,S1580,ECE102,Internal 1,100,69
T4318,S1580,ECE102,Internal 2,100,69
T4319,S1580,ECE104,Model Exam,100,69
T4320,S1580,ECE104,Final Internal,100,69
T4321,S1581,CSE105,Internal 1,100,83
T4322,S1581,CSE105,Internal 2,100,83
T4323,S1581,CSE101,Model Exam,100,83
T4324,S1581,CSE105,Final Internal,100,83
T4325,S1582,CIVIL105,Internal 1,100,85
T4326,S1582,CIVIL104,Internal 2,100,85
T4327,S1582,CIVIL103,Model Exam,100,85
T4328,S1582,CIVIL104,Final Internal,100,85
T4329,S1583,CIVIL102,Internal 1,100,90
T4330,S1583,CIVIL104,Internal 2,100,90
T4331,S1583,CIVIL105,Model Exam,100,90
T4332,S1583,CIVIL101,Final Internal,100,90
T4333,S1584,MECH104,Internal 1,100,95
T4334,S1584,MECH105,Internal 2,100,95
T4335,S1584,MECH101,Model Exam,100,95
T4336,S1584,MECH104,Final Internal,100,95
T4337,S1585,CSE105,Internal 1,100,99
T4338,S1585,CSE101,Internal 2,100,99
T4339,S1585,CSE104,Model Exam,100,99
T4340,S1585,CSE105,Final Internal,100,99
T4341,S1586,CIVIL104,Internal 1,100,99
T4342,S1586,CIVIL101,Internal 2,100,99
T4343,S1586,CIVIL104,Model Exam,100,99
T4344,S1586,CIVIL103,Final Internal,100,99
T4345,S1587,EEE102,Internal 1,100,68
T4346,S1587,EEE101,Internal 2,100,68
T4347,S1587,EEE101,Model Exam,100,68
T4348,S1587,EEE102,Final Internal,100,68
T4349,S1588,EEE101,Internal 1,100,94
T4350,S1588,EEE105,Internal 2,100,94
T4351,S1588,EEE105,Model Exam,100,94
T4352,S1588,EEE103,Final Internal,100,94
T4353,S1589,CSE102,Internal 1,100,75
T4354,S1589,CSE102,Internal 2,100,75
T4355,S1589,CSE103,Model Exam,100,75
T4356,S1589,CSE101,Final Internal,100,75
T4357,S1590,CSE105,Internal 1,100,94
T4358,S1590,CSE101,Internal 2,100,94
T4359,S1590,CSE102,Model Exam,100,94
T4360,S1590,CSE101,Final Internal,100,94
T4361,S1591,CSE102,Internal 1,100,43
T4362,S1591,CSE103,Internal 2,100,42
T4363,S1591,CSE103,Model Exam,100,41
T4364,S1591,CSE103,Final Internal,100,37
T4365,S1592,CSE101,Internal 1,100,86
T4366,S1592,CSE103,Internal 2,100,86
T4367,S1592,CSE102,Model Exam,100,86
T4368,S1592,CSE102,Final Internal,100,86
T4369,S1593,ECE103,Internal 1,100,45
T4370,S1593,ECE102,Internal 2,100,41
T4371,S1593,ECE103,Model Exam,100,40
T4372,S1593,ECE104,Final Internal,100,37
T4373,S1594,EEE103,Internal 1,100,90
T4374,S1594,EEE105,Internal 2,100,90
T4375,S1594,EEE104,Model Exam,100,90
